img_name,leaf_weight
189.png,60.164417
190.png,80.68534
191.png,25.522284
192.png,102.05011
193.png,94.04486
194.png,26.93366
195.png,90.01236
196.png,11.744588
197.png,24.506691
198.png,86.58473
199.png,167.55577
200.png,81.723335
201.png,66.85538
202.png,207.2684
203.png,10.012107
204.png,92.43186
205.png,31.824928
206.png,52.622154
207.png,89.42242
208.png,11.752055
209.png,12.782582
210.png,87.869156
211.png,61.344296
212.png,9.63126
213.png,9.668598
214.png,14.164085
215.png,61.20988
216.png,81.282745
217.png,64.04756
218.png,11.513092
219.png,94.664665
220.png,100.377365
221.png,23.155058
222.png,130.24771
223.png,77.78045
224.png,81.23048
225.png,14.559868
226.png,102.35628
227.png,60.156948
228.png,80.74509
229.png,69.11058
230.png,24.42455
231.png,96.70331
232.png,19.99627
233.png,34.84183
234.png,273.0877
235.png,75.29375
236.png,113.550186
237.png,15.620264
238.png,9.616325
239.jpg,81.461975
240.jpg,86.07694
241.png,207.74632
242.jpg,88.279884
243.png,60.022533
244.png,10.31081
245.png,75.69699
246.png,14.6942835
247.jpg,119.882706
248.png,100.4147
249.png,23.371618
250.png,81.902565
251.png,20.302443
252.png,88.95196
253.png,9.676065
254.png,64.15958
255.png,34.894104
256.png,89.5643
257.png,88.302284
258.png,21.094006
259.png,80.558395
260.png,9.646195
261.png,95.82961
262.png,101.57218
263.png,100.30269
264.png,55.131264
265.png,72.50086
266.png,27.516129
267.png,76.227196
268.png,10.183862
269.png,9.616325
270.png,92.22277
271.png,111.4966
272.png,92.9994
273.png,99.3095
274.png,101.80368
275.png,20.952122
276.jpg,249.39305
277.png,13.678692
278.png,11.938745
279.png,9.937431
280.png,304.48892
281.png,61.45631
282.png,18.413141
283.png,13.185831
284.png,12.513749
285.png,185.70949
286.png,67.29596
287.png,165.13628
288.png,171.20743
289.png,11.184519
290.png,16.255009
291.png,65.309586
292.png,61.441376
293.png,14.231294
294.png,14.642011
295.png,16.09819
296.png,96.957214
297.png,13.185831
298.png,10.041977
299.png,9.7656765
300.png,89.71366
301.png,61.038128
302.png,9.616325
303.png,80.819756
304.jpg,82.38048
305.png,95.20234
306.png,10.855945
307.png,50.434155
308.png,17.136187
309.jpg,103.17025
310.png,93.962715
311.png,306.88602
312.png,64.27159
313.jpg,212.21196
314.png,130.50162
315.png,9.892627
316.png,37.00743
317.png,11.953679
318.png,140.72475
319.png,97.93547
320.png,99.27216
321.png,46.722763
322.png,80.86456
323.png,9.638728
324.png,10.743931
325.png,101.96797
326.png,45.513016
327.png,116.268394
328.png,84.38927
329.png,59.895588
330.png,73.949585
331.png,9.534182
332.png,9.474442
333.jpg,192.4079
334.png,211.87592
335.png,22.669666
336.png,59.962795
337.png,10.639384
338.png,22.580055
339.png,94.76921
340.png,88.55618
341.png,60.156948
342.png,9.803016
343.png,101.953026
344.png,94.373436
345.png,98.562744
346.png,251.49892
347.png,22.878757
348.png,9.959834
349.png,296.4015
350.jpg,93.514656
351.png,9.676065
352.png,101.14653
353.png,22.931032
354.png,30.742128
355.png,12.431605
356.png,47.462055
357.png,43.414623
358.png,60.433247
359.png,14.8436365
360.png,98.79424
361.png,98.87638
362.png,184.6939
363.png,64.49561
364.png,22.692068
365.png,41.01006
366.png,244.22551
367.png,236.26505
368.png,9.870223
369.png,68.42357
370.png,74.6814
371.png,87.63767
372.png,10.855945
373.png,98.28644
374.png,250.69241
375.png,139.20135
376.png,170.04994
377.png,93.48479
378.png,10.430292
379.jpg,147.49037
380.png,61.284557
381.png,9.750742
382.png,59.84331
383.png,23.394024
384.png,10.743931
385.png,278.14328
386.png,93.19355
387.jpg,78.4376
388.png,10.490032
389.png,95.74
390.png,11.124778
391.png,34.446053
392.png,71.50021
393.png,17.360212
394.png,189.76437
395.jpg,131.99513
396.png,93.14127
397.png,61.053062
398.png,85.72597
399.png,10.370551
400.png,55.848156
401.png,20.698223
402.png,95.24713
403.png,23.550842
404.png,57.68518
405.png,67.22129
406.png,57.670246
407.png,60.88877
408.png,91.19971
409.png,16.456635
410.png,12.394267
411.png,93.47732
412.png,21.571932
413.png,306.2438
414.png,10.012107
415.png,13.31278
416.png,302.28598
417.png,39.53148
418.png,9.489376
419.png,59.029346
420.png,75.1892
421.png,226.82602
422.png,16.00858
423.png,22.878757
424.png,65.3992
425.png,97.51729
426.png,91.30425
427.png,28.987246
428.png,90.579895
429.png,17.569305
430.png,13.088753
431.png,98.12962
432.png,11.475755
433.png,96.949745
434.png,157.02647
435.png,37.552567
436.png,93.32797
437.png,9.534182
438.png,98.00267
439.png,93.50719
440.png,47.93998
441.png,93.38024
442.png,11.542962
443.png,95.75494
444.png,60.268963
445.png,77.51162
446.png,10.923153
447.png,18.525156
448.png,12.050758
449.png,9.593923
450.png,63.099182
451.png,20.481665
452.png,10.43776
453.png,297.70087
454.png,9.638728
455.png,85.68116
456.png,73.47165
457.png,100.23548
458.png,60.000134
459.png,83.23926
460.png,235.88419
